Dia,ID do Produto,Nome do Produto,Preco Unitario, Quantidade Vendida,Estoque Inicial,Estoque Final,Promocoes,Dia da Semana,Evento Especial,Temperatura
2023-01-01,ID1,Rosa,15.50,50,45,5,Não,Domingo,Nenhum,Verão,Não,25.3
2023-01-01,ID2,Tulipa,20.75,40,35,5,Sim,Domingo,Nenhum,Verão,Não,25.3
2023-01-01,ID3,Lírio,30.00,60,55,5,Não,Domingo,Nenhum,Verão,Não,25.3
2023-01-01,ID4,Alstroemeria,25.00,30,25,5,Sim,Domingo,Nenhum,Verão,Não,25.3
2023-01-01,ID5,Lisianto,18.50,70,65,5,Não,Domingo,Nenhum,Verão,Não,25.3
2023-01-01,ID6,Girassol,22.00,50,45,5,Sim,Domingo,Nenhum,Verão,Não,25.3
2023-01-01,ID7,Orquídea,35.00,40,35,5,Não,Domingo,Nenhum,Verão,Não,25.3
2023-01-01,ID8,Bromélia,28.00,60,55,5,Sim,Domingo,Nenhum,Verão,Não,25.3
2023-01-01,ID9,Antúrio,20.00,50,45,5,Não,Domingo,Nenhum,Verão,Não,25.3
2023-01-01,ID10,Hortênsia,25.50,30,25,5,Sim,Domingo,Nenhum,Verão,Não,25.3
2023-01-01,ID11,Mini Rosa,15.00,70,65,5,Não,Domingo,Nenhum,Verão,Não,25.3
2023-01-01,ID12,Helicônia,32.00,50,45,5,Sim,Domingo,Nenhum,Verão,Não,25.3
2023-01-01,ID13,Alpínias,27.00,40,35,5,Não,Domingo,Nenhum,Verão,Não,25.3
2023-01-01,ID14,Strelitzia,30.50,60,55,5,Sim,Domingo,Nenhum,Verão,Não,25.3
2023-01-01,ID15,Bastão do Imperador,20.00,50,45,5,Não,Domingo,Nenhum,Verão,Não,25.3
2023-01-01,ID16,Rosa,16.00,45,40,5,Não,Domingo,Nenhum,Verão,Não,25.3
2023-01-01,ID17,Tulipa,21.00,35,30,5,Sim,Domingo,Nenhum,Verão,Não,25.3
2023-01-01,ID18,Lírio,30.50,55,50,5,Não,Domingo,Nenhum,Verão,Não,25.3
2023-01-01,ID19,Alstroemeria,25.50,25,20,5,Sim,Domingo,Nenhum,Verão,Não,25.3
2023-01-01,ID20,Lisianto,19.00,65,60,5,Não,Domingo,Nenhum,Verão,Não,25.3
2023-01-01,ID21,Girassol,22.50,45,40,5,Sim,Domingo,Nenhum,Verão,Não,25.3
2023-01-01,ID22,Orquídea,35.50,35,30,5,Não,Domingo,Nenhum,Verão,Não,25.3
2023-01-01,ID23,Bromélia,28.50,55,50,5,Sim,Domingo,Nenhum,Verão,Não,25.3
2023-01-01,ID24,Antúrio,20.50,45,40,5,Não,Domingo,Nenhum,Verão,Não,25.3
2023-01-01,ID25,Hortênsia,26.00,25,20,5,Sim,Domingo,Nenhum,Verão,Não,25.3
2023-01-02,ID26,Mini Rosa,15.50,70,62,8,Não,Segunda-feira,Nenhum,Verão,Não,26.1
2023-01-02,ID27,Helicônia,32.50,50,42,8,Sim,Segunda-feira,Nenhum,Verão,Não,26.1
2023-01-02,ID28,Alpínias,27.50,40,32,8,Não,Segunda-feira,Nenhum,Verão,Não,26.1
2023-01-02,ID29,Strelitzia,31.00,60,52,8,Sim,Segunda-feira,Nenhum,Verão,Não,26.1
2023-01-02,ID30,Bastão do Imperador,20.50,50,42,8,Não,Segunda-feira,Nenhum,Verão,Não,26.1
2023-01-02,ID1,Rosa,15.50,50,42,8,Não,Segunda-feira,Nenhum,Verão,Não,26.1
2023-01-02,ID2,Tulipa,20.75,40,32,8,Sim,Segunda-feira,Nenhum,Verão,Não,26.1
2023-01-02,ID3,Lírio,30.00,60,52,8,Não,Segunda-feira,Nenhum,Verão,Não,26.1
2023-01-02,ID4,Alstroemeria,25.00,30,22,8,Sim,Segunda-feira,Nenhum,Verão,Não,26.1
2023-01-02,ID5,Lisianto,18.50,70,62,8,Não,Segunda-feira,Nenhum,Verão,Não,26.1
2023-01-02,ID6,Girassol,22.00,50,42,8,Sim,Segunda-feira,Nenhum,Verão,Não,26.1
2023-01-02,ID7,Orquídea,35.00,40,32,8,Não,Segunda-feira,Nenhum,Verão,Não,26.1
2023-01-02,ID8,Bromélia,28.00,60,52,8,Sim,Segunda-feira,Nenhum,Verão,Não,26.1
2023-01-02,ID9,Antúrio,20.00,50,42,8,Não,Segunda-feira,Nenhum,Verão,Não,26.1
2023-01-02,ID10,Hortênsia,25.50,30,22,8,Sim,Segunda-feira,Nenhum,Verão,Não,26.1
2023-01-02,ID11,Mini Rosa,15.00,70,62,8,Não,Segunda-feira,Nenhum,Verão,Não,26.1
2023-01-02,ID12,Helicônia,32.00,50,42,8,Sim,Segunda-feira,Nenhum,Verão,Não,26.1
2023-01-02,ID13,Alpínias,27.00,40,32,8,Não,Segunda-feira,Nenhum,Verão,Não,26.1
2023-01-02,ID14,Strelitzia,30.50,60,52,8,Sim,Segunda-feira,Nenhum,Verão,Não,26.1
2023-01-02,ID15,Bastão do Imperador,20.00,50,42,8,Não,Segunda-feira,Nenhum,Verão,Não,26.1
2023-01-03,ID16,Rosa,16.00,45,36,9,Não,Terça-feira,Nenhum,Verão,Não,27.0
2023-01-03,ID17,Tulipa,21.00,35,26,9,Sim,Terça-feira,Nenhum,Verão,Não,27.0
2023-01-03,ID18,Lírio,30.50,55,46,9,Não,Terça-feira,Nenhum,Verão,Não,27.0
2023-01-03,ID19,Alstroemeria,25.50,25,16,9,Sim,Terça-feira,Nenhum,Verão,Não,27.0
2023-01-03,ID20,Lisianto,19.00,65,56,9,Não,Terça-feira,Nenhum,Verão,Não,27.0
2023-01-03,ID21,Girassol,22.50,45,36,9,Sim,Terça-feira,Nenhum,Verão,Não,27.0
2023-01-03,ID22,Orquídea,35.50,35,26,9,Não,Terça-feira,Nenhum,Verão,Não,27.0
2023-01-03,ID23,Bromélia,28.50,55,46,9,Sim,Terça-feira,Nenhum,Verão,Não,27.0
2023-01-03,ID24,Antúrio,20.50,45,36,9,Não,Terça-feira,Nenhum,Verão,Não,27.0
2023-01-03,ID25,Hortênsia,26.00,25,16,9,Sim,Terça-feira,Nenhum,Verão,Não,27.0
2023-01-03,ID26,Mini Rosa,15.50,70,61,9,Não,Terça-feira,Nenhum,Verão,Não,27.0
2023-01-03,ID27,Helicônia,32.50,50,41,9,Sim,Terça-feira,Nenhum,Verão,Não,27.0
2023-01-03,ID28,Alpínias,27.50,40,31,9,Não,Terça-feira,Nenhum,Verão,Não,27.0
2023-01-03,ID29,Strelitzia,31.00,60,51,9,Sim,Terça-feira,Nenhum,Verão,Não,27.0
